,class,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
5043,1,7743.56,698.283,5730.37,8032.29,292.49,2334.08,1014.65,6836.24,473.841,397.944,449.572,1302.56,662.032,878.456,271.808,1269.46,2764.35,517.764,4993.06,2561.22,7335.08,270.017,7005.41,414.263,6751.82,338.2612017862154,385.338
5044,1,7580.0,7606.9,8011.02,7953.35,7560.44,4650.66,2238.22,7864.47,883.141,7894.06,7808.34,1479.61,585.361,1256.313774486776,246.544,4093.9,915.444,5807.072389371296,6874.97,7869.75,1300.65,335.338,7857.94,881.738,7335.3490551206,3120.12,7839.26
5045,1,7716.62,7078.2,5708.865361453252,8035.79,300.396,1489.58,1947.51,1139.83,1094.5749625655546,217.93,652.0550161350343,1046.95,388.017,949.552,309.441,1166.93,2444.7,2771.6459808276063,5465.953888689213,7860.59,4878.27,225.759,2155.550422018003,330.416,6821.52,301.029,462.826
5046,1,7733.91,6707.42,2567.39,7038.67,7016.51,7443.15,2718.12,7798.18,2207.55,7942.91,785.228,1702.97,722.711,1284.67,345.956,3960.23,609.626,5516.091375516981,5842.46,2138.91,4679.51,350.574,6277.932735097269,1310.6253994036886,6910.12,1024.36,885.425
5047,1,7421.46,2619.02,6385.14,8004.22,349.721,1783.810489756779,433.162,7855.91,4951.16,496.666,119.025,1348.42,300.17,953.1702991092275,352.47,1651.39,1048.79,7499.85,4484.52,530.668,7336.96,416.981,1276.43,376.6758313257866,7010.98,666.272,533.712
5048,1,7297.78,622.607,7875.78,6618.55,316.517,7769.54,7558.98,4852.81,7785.71,7659.56,5374.74,829.1966670716162,3099.4374344891794,938.568,796.84,4149.26,2908.6810042633188,2575.53,396.847,647.049,6871.41,5027.79,4058.108783944474,1427.44,7179.16,2621.44,4029.13
5049,1,7321.64,4739.39,7806.94,7765.296275549317,191.521,1550.21,4078.08,7496.27,999.4276866941779,462.847,422.308,3214.59,362.878,1121.06,522.0709699393663,1533.38,1737.24,863.458,4617.65,1104.25,6992.29,348.91,6731.5,685.0440635278597,6649.98,390.826,503.653
5050,1,7376.611723949194,6946.7,505.227,2392.67,7259.25,7442.07,3772.72,7778.93,3181.482978101303,7372.797070992347,7607.16,1529.66,495.872,1218.65,268.532,3813.13,726.5863135070879,3233.34,6192.97,7523.25,5044.57,308.135,7533.03,1259.97,7057.1,1057.78,7929.58
5051,1,7641.45,4573.190054986275,7944.2,5501.87,349.827,3750.18,4572.09,6629.46,677.777,596.312,686.273,976.727,388.358,978.0538047557287,644.667,1582.92,2735.33,3132.88,5568.47,854.423,4459.42,439.63,4389.08,530.055,6856.62,467.598,1418.4659185037922
5052,1,7843.25,2225.5679344800415,2559.62,8015.14,360.65,473.933,816.479,7813.62,2147.73,609.41,247.353,4425.36,304.763,874.019,405.097,1373.28,1050.38,7775.29,3329.02,5527.25,3889.246662586026,450.78,1083.63,346.698,7037.14,455.601,432.363
5053,1,5938.87,7073.08,3059.6,7145.74,3135.3,6854.19,3436.888221511089,7094.28,5856.43,6984.19,3445.337511313338,1055.0734575861336,1771.43,765.085,531.512,3167.39,2279.14,3669.67,441.755,3608.95,630.264,477.2,3586.570132516837,4210.15,6770.41,4150.5,6277.84
5054,1,6631.58,1406.43,495.718,7208.19,5967.37,7485.82,727.93,3766.37,728.55,7082.1,856.318,1018.3147974877261,452.8,918.606,318.393,3927.89,675.798,5310.72,643.958,8016.03,3716.07,251.203,816.995,576.379,6795.6,541.262,1931.8
5055,1,7672.26,555.641,5966.14,7867.55,620.951,7573.66,1373.77,2826.42,714.041,2134.3833106019647,276.369,1098.43,794.116,492.618,617.325,1047.43,1777.0072739178638,7277.09,5396.11,1163.8,4604.379797840929,356.718,1073.41,573.188,5671.74,926.9352358709599,562.856
5056,1,7860.85,2974.99,4675.47,8226.26,2631.67,5372.04,262.781,5288.493839068552,4840.162581276864,3378.05,1583.53,1020.21,881.12,1686.8,396.496,4478.82,2228.49,7673.61,704.313,1908.33,7062.23,792.251,7137.27,1297.1554016455686,7285.46,2677.17,652.02
5057,1,1617.44,7071.42,1484.35,7163.98,359.879,6266.31,5463.54,3032.1102894905475,3152.2,5436.74,2130.6742985819783,2176.27,4647.11,1361.09,916.717,2112.69,4373.62,513.988,3863.8001874318024,483.098,5225.065415817898,351.8593834260248,3840.73,3831.04,4093.07,1158.57,4577.03
5058,1,7721.54,2535.7223076152727,6212.95,6960.23,7628.24,3485.26,2790.46,7795.56,1891.65,7595.58,1222.9,866.654,788.863,1078.32,731.649,3457.41,1034.6604380904353,7570.73,1386.26,2650.86275325746,1338.3495141026865,351.216,3847.0,1613.7727311796568,7008.343291517538,454.816,5874.15
5059,1,6858.29,7702.0,1191.27,1083.62,1434.54,7070.48,5235.220359916745,5580.78491890544,1257.58,7815.6,4659.1148861776255,462.372,5629.19,762.161,2712.13,2314.1613431237133,4127.128385729246,6488.31,2714.9,1964.95,4930.25,3878.34,598.804,1515.97,7370.71,2457.6,3910.16
5060,1,7944.85,7773.74,7899.65,6883.812547638988,7916.14,7381.54,289.677,8452.38,4084.85,8281.43,7420.34,6323.84,724.482,1327.13,279.28228611816644,3412.6,1425.3416938873502,6730.51,6929.89,1020.65,1482.94,427.56,7985.73,549.059,7778.45,2161.090334749054,8401.68
5061,1,7295.79,3194.27,7720.09,7657.47,1346.7405079349776,2415.5006753739535,1053.3172506895005,7452.124815159113,6438.53,7691.5,623.223,7132.53,736.684,1091.6478077150657,523.815,3524.07,1059.49,7251.19,1876.33,858.499,412.487,430.657,2144.73,471.438,6801.88,3063.31,435.553
5062,1,7680.72,6902.79,6952.11,7083.51,6874.47,7425.29,551.4877782569299,4932.33,3106.53,7980.92,7771.42,4933.6,437.831,1256.07,310.733,3762.97,1433.04,6991.46,4773.77,713.696,3113.92,404.047,7002.24,556.060459789859,7083.36,958.401,7934.93
5063,1,7948.4,1117.93,7118.11,7218.010093584362,346.482,1776.64,2804.01,7875.33,1043.73,695.48,302.108,7547.38,292.962,856.609,432.069,1453.42,2088.708392663151,7817.5,6666.9,1479.32,7595.52,386.688,503.734,366.415,6943.83,404.98,266.114
5064,1,7812.96,2085.41,8034.7,835.272,7921.1,7944.98,3301.79,2199.43,1336.46,8168.45,2126.0,690.905,641.479,1199.34,362.57,4123.31,664.923,7787.77,6281.52,3199.7308325927843,4782.73,338.107,4650.22,711.445,7118.5308235387,533.874,932.521
5065,1,7382.94,7837.86,4833.12,8218.53,690.416,8150.16,1169.3426140617025,8162.95,4850.41,8290.69,453.577,3685.04,1480.9771043841051,1175.97,463.011,2893.02,1541.45,6452.74,6536.16,891.755,1273.93,692.242,7954.92,646.471,7510.04,5302.61,732.588
5066,1,2163.63,1529.63,1058.38,4451.753458284785,2960.18,7980.86,1817.4357732596063,587.834,619.143,8122.43,1850.96,1449.18,659.663,771.902,469.695,3636.87,926.1071607323514,7604.23,1068.69,7435.93,7502.21,381.262,3871.4,2607.64,7415.7,526.238,998.631
5067,1,7671.75,480.333,7256.862030237091,8198.55,245.021,477.314,903.227,7716.4,795.291,434.655,463.407,2388.18,845.095,960.006,435.72948645753706,1428.82,1900.15,549.602,2742.014415509648,793.453,5467.42,318.87221096973445,7770.06,495.303,7377.19,313.976,632.326
5068,1,7642.27,655.297,5770.103199167713,7873.7,358.698,393.202,532.218,6424.779421551387,2447.6,553.518,365.836,3445.67971824221,305.185,941.037,419.1749373125955,1546.41,988.275,7607.97,980.746,6445.86,7254.42,347.482,598.098,352.894,6809.93,456.829,450.692
5069,1,6092.39,4709.25,552.102,7496.98,1648.25,5966.16,3112.819062502221,604.339,456.191,7904.22,4552.99,4528.35,367.802,869.9285762676991,317.999,3734.13,673.673,5374.495836073743,1819.6,6606.15,2999.4850243288884,334.096,3614.9353883954627,691.593,6978.3,544.689,6873.71
5070,1,7333.33,3884.62,5723.45,5692.63,187.565,3671.5976489278282,4213.15,7300.75,588.847,6299.5,1298.43,2531.2,714.203,1259.07,958.739,2208.98,3285.22,4746.97,3465.122353164325,937.855,5906.14,334.028,5759.87,1798.2,4956.93,751.984,7898.78
5071,1,6328.78,6862.75,752.587,7199.33,6670.75,7000.0,3111.96,7174.9,656.919,6809.0,7103.9,827.335,1075.44,1129.71,299.115,3754.04,748.6966078508884,3646.03,5807.45,2824.99,3057.3402667212267,350.5596162457963,7066.69,747.0436036678254,6386.0,2808.18,6260.24686672768
5072,1,7643.13,7218.88,2678.62,3569.25,7782.5,8004.28,5207.66,8088.54,797.475,8227.87,7861.41,490.151,1265.7399680575754,1159.48,311.628,4168.25,810.591,7678.02,6826.92,7999.63,2101.09,290.061,7415.4,666.257,7417.99,5008.03,2649.68
5073,1,4715.46,3713.73,6758.22,7229.1,7308.69,7165.56,170.712,5433.19,6880.75,6583.13,6366.03,3760.47,1984.9,1488.81,236.415,3426.03,1702.145347681394,7414.75,4856.7,7410.81,1098.7,542.4523422677977,4987.87,1062.44,6331.61,3274.67,3457.89
5074,1,7856.02,2228.18,8233.0,8095.34,261.64,2753.21,1252.12,7587.03,639.539,396.631,385.59186089956125,3102.2639475692954,388.803,969.4800348390465,405.5566867645033,1469.35,1422.07,763.602,885.009,4480.8976587110055,4051.7375876351944,405.571,3676.53,454.506,6668.76,248.482,368.25
5075,1,7579.57,3470.391204442338,5199.59,7843.35,1070.59,1380.36,677.665,7450.614173560388,7792.23,7853.86,803.213,3006.57,613.702,1176.8738590170203,479.086,2984.31,1196.361565411231,5167.79,5272.87,1195.95,1656.7410251559954,353.74,2829.57,393.595,7124.76,5654.06,1677.81
5076,1,6075.41,4328.52,6971.017910443173,8079.01,200.741,2631.7385513942972,4112.22,5477.75,888.893,6116.98,1231.37,3435.19,1362.3808551070458,1633.08,659.56,1685.07,3073.271476983547,5400.69,6496.0,926.372,5435.478482547668,293.912,7942.04,2688.11,7080.11,974.884,7367.0
5077,1,6495.69,642.896,2331.85,3333.33,4922.53,4685.51,4149.3,3739.6757513916655,1635.42,6006.02,1537.12,661.582,446.316,950.217,1516.4,3369.3,660.592,1974.99,1201.08,550.727,507.395,402.644,4128.015738264545,1283.8549009095973,2400.71,604.775,5890.76
5078,1,7913.65,2921.19,1221.77,1920.36,1367.3,7894.74,3078.15,5022.1,2315.11,7970.1,3728.38,501.95,550.57,964.139,392.427,2573.36,946.509,7802.89,7244.89,1322.31,3440.2238682760353,499.533,7497.04,2502.21,7637.21,538.21,3249.68
5079,1,7669.99,6301.18,1225.87,5948.68,5915.45,6365.55,2512.87,6845.68,6637.35,6544.2994128228165,790.824,3104.31,643.273,1351.08,353.434,3540.7,638.242,1425.77,3903.42,712.586,3765.82,327.888,3922.28,1566.2691131438905,4080.38,894.357,751.626
5080,1,7873.5,8114.03,4496.956250468383,8253.45,682.155,1965.55,3236.51,1253.81,685.453,1651.55,562.814,1269.47,1207.98,842.219,480.211,1423.06,1643.322583460706,7994.26,5438.51,439.59,648.28,377.101,4888.29,415.315,6642.5578020357625,929.77,1028.88
5081,1,7599.95,844.492,7957.65,7782.53,428.609,5006.609253815634,5631.44,6504.65,514.916,7360.21,2155.20383682941,1129.32,411.404,789.211,474.938,1270.49,1393.87,4366.35,6896.55,1551.6,2117.66,324.565,3486.85,437.349,6351.49,545.758,695.287
5082,1,8203.4,3673.46,940.186,5819.1206154128595,7952.32,6357.08,1651.092416445495,8205.63,8259.47,8320.29,4301.93,1101.24,812.421,1390.8,407.979,4115.74,1012.885343220041,7563.9,6790.64,365.596,5664.11,382.623,6269.08,1391.66,7576.41,609.393,2076.06
5083,1,6071.19,418.144,5826.82,7448.74,687.472,1591.42,479.53,7284.26,916.14,2537.54,268.188,1367.14,363.406,861.562,539.273,1740.23,5046.06,1547.99,5659.88,458.673,1381.05,335.098,771.63,691.432,5110.92,485.819,2703.29
5084,1,1272.58,6257.7107304560095,7896.6,1075.64,380.955,539.645,7136.95,2045.2,5392.14,6744.97,5359.6,310.418,2006.03,1076.82,3331.26,2565.48,6075.27,8016.85,1253.84,1606.36,818.539,1367.97,3252.6740959035565,1593.19,6840.878498286832,2061.898472352774,7869.1
5085,1,7615.69,2909.1,8440.63,8285.45,656.201,1233.31,883.773,2148.2,2567.8,6148.63,441.006,698.796,572.267,1182.11,313.145,1809.38,2005.87,7812.95,5572.16,277.711,7201.74,391.355,4611.630155168205,473.663,6909.82,1443.66,1357.69
5086,1,7653.98,6379.15,7819.69,7261.84,662.31,4813.379431050146,3558.45,7976.52,646.021,7615.19,729.989,1020.17,867.87,783.629,675.704,1798.75,1672.88,7612.27,7155.71,793.565,4941.28,489.226,2529.28,455.968,7118.3,1219.31,651.773184286203
5087,1,7733.45,1412.47,614.826,8110.25,7886.25,7487.24,619.944,3262.3,710.674,8221.34,6771.17,527.563,1361.42,1132.57,253.688,4067.5,659.265,7401.73,1239.56,4987.2476817939805,1656.75,375.681,1747.96,1135.097846377624,7477.67,521.618,7466.01
5088,1,1046.46,5722.62,616.579,721.39,654.603,809.918,4101.77,4321.59,7120.37,7818.79,7530.08,565.376,6328.55,1127.81,306.457,3093.76,6052.72,5324.43,559.566,6277.89,2452.423342111459,1578.81,903.796,7195.27,7346.28,6337.9,5262.89
5089,1,6885.54,2060.130381354175,6150.32,5765.11,319.219,1762.52,3210.81,7193.8,1025.21,319.046,1461.86,1259.79,402.03,638.062,797.837,1599.94,2708.34,2486.48,6347.03,2368.78,4367.63,317.229,2324.4,567.668,5851.61,445.565,446.868
5090,1,7516.07,4073.26,5606.059688282274,8054.21,803.85,4350.377152991779,594.71,7983.95,1266.44,7971.02,475.342,2586.58,359.397,1162.0,434.533,3048.05,1129.28,7395.72,3062.87,1673.9747345737553,3628.13,592.797,4557.74,328.084,7357.1,1267.7,611.705
5091,1,7781.44,2077.94,8281.64,8110.82,452.872,487.192,474.96,2071.84,4208.85,3268.315139029234,527.319,2391.0086154383166,355.355,1082.863734875153,541.712,1659.27,1687.8311764046207,7886.59,5018.75,1374.723731837336,3960.39,188.839,4024.06,414.78741342436047,7348.88,502.448,506.529
5092,1,7724.61,1232.8771642262018,7567.1,7982.65,351.322,492.882,441.228,6848.59,673.673,487.771,315.593,7303.13,274.813,958.338,385.397,1361.67,1055.2,3672.94,1130.78,2285.98,6789.2,380.576,2585.46,295.142,7314.04,342.676,406.651
5093,1,7299.46,7889.69,973.714,2566.63,647.276,7778.0,3151.59,7723.89,7612.67,7405.82,5472.54,590.183,558.651,878.161,410.818,2426.71,4637.98,7841.45,1067.78,1873.88,4286.666797289041,247.773,6307.79,1815.04,6892.61,4144.71,2104.07
5094,1,7527.43,3834.49,6250.14,7857.32,2004.61,4609.91,680.8698014539465,7813.18,7720.2,7210.61,522.253,2603.18,723.023,1213.6,488.246,3859.61,1131.18,7450.16,3871.7660669898514,3510.6131872509322,1722.68,352.825,1129.42,460.3847203510678,7277.28,3372.76,659.757
5095,1,1846.69,7512.66,5436.27,6564.14,737.9216266853869,7026.64,6353.44,2674.2294256512737,4516.91,6513.53,643.95,2098.0964117471362,1634.33,938.778,1512.2,2660.6488098083855,3846.03,516.509,5587.06,466.059,7028.9,362.054,1663.64,4354.93,5703.03,1368.79,7538.39
5096,1,1560.99,7078.99,8021.69,5321.26,419.967,7624.42,5318.04,2966.728018807279,2074.41,7651.18,2334.47,1106.41,1666.9,709.603,501.761,3670.37,2052.14,4951.28,1596.14,485.12,5355.32,386.811,992.354,794.456,6851.71,1346.6555087401518,1022.28
5097,1,8098.15,8220.52,8532.84,2907.99,433.015,1277.3,4996.89,5931.185364326274,507.139,545.675,1361.4,1522.576673879195,401.704,605.552,721.357,925.339,2881.44,1011.3,7572.96,1181.09,2716.17,340.008,2932.127982502572,566.536,6137.29,499.073,625.342
5098,1,7573.21,1801.61,8385.34,8351.14,730.006,1329.6,196.839,2250.39,1375.27,4717.65,1686.26,1377.01,1059.0,1098.7426538613593,509.305,1581.64,1839.78,2835.32,6981.9,914.448,6908.77,546.24,7798.36,749.979,7673.1,1520.92,462.681
5099,1,7677.6,689.431,7031.96,7933.92,278.562,1068.79,418.092,1597.8,605.196,328.8,314.617,1611.44,342.204,1039.8792681868933,315.475,1100.61,2079.4263185787177,499.611,6253.86,5046.084300103357,1151.14,260.677,3141.75,283.155,6806.64,368.1652169702608,386.343
5100,1,1284.26,2129.1533913605326,1580.7815975377825,549.748,241.687,456.133,1605.82,1838.4805549003174,1527.4,7211.97,4302.73,358.11,669.164,914.885,922.747,3657.4,4011.05,3352.86,997.847,1963.73,3401.05,403.83,1274.98,1244.39,6688.23,888.345,2443.73
5101,1,6298.78,711.35,7947.4,4593.2,331.691,6481.691342092205,6850.73,3701.4,6673.95,6705.63,2773.44,577.665,1996.78,994.462,618.389,3894.97,3464.76,1255.94,387.924,853.617,6740.28,2754.27,5236.31,1565.36,6222.82,2535.9338436245507,3872.46
5102,1,6693.39,6526.93,7699.71,7493.48,190.835,1129.21,4199.001200177262,4006.58,1504.65,3459.37,2534.58,4985.06,3266.57,1295.4271148198375,597.565,1791.13,1882.65,4686.04,5511.04,903.623,5923.76,273.156,7052.34,2086.13,6309.69,725.112,6579.58
5103,1,3171.97,4574.667189764968,7481.48,3939.53,347.59,7190.67,4229.337704296503,963.097,6889.35,7127.25,4555.7,582.686,3939.25,753.2473916824093,474.766,3740.56,1977.93,6750.68,1220.9396006015934,470.27,6373.75,334.163,537.017,2467.34,5585.79,4412.2,2665.56
5104,1,7894.07,4873.62,7698.1,8261.31,623.436,8153.29,1651.17,5888.0366990982275,1969.2358843093277,5648.6,963.2934980587243,1997.66,808.3222448082562,905.327,567.886,1719.43,1317.1,7766.84,7248.96,646.208,6724.8,466.169,3021.5980400963294,527.0012385221388,3578.26,1202.33,548.093
5105,1,7172.91,2419.98,7864.2,5117.05,425.786,7534.2,7603.51,6570.423115578413,753.91,7519.61,2995.26,923.939,2643.64,895.286,1654.96,3324.37,4425.65,4196.02,304.523,3731.2511544841814,5103.55,1065.36,1369.43,844.441,7471.71,1441.27,5009.89
5106,1,5739.92,7321.45,7956.98,6112.84,4301.772306974207,7941.7,673.3,5977.56,6676.93,7847.67,5092.38,2357.5940098871365,1525.8,1111.8585815235324,657.993,4017.45,1654.502784391823,7781.96,3306.47,4332.64,1030.52,502.325,4281.664182401151,1447.4800025422346,7403.44,1304.73,4201.64
5107,1,5625.25,4405.39,4732.72,4451.68,5024.481810161866,4270.395083043719,621.869,6547.57,5448.329788472956,4023.92,4141.6,1233.04,868.746,1254.99,222.328,4094.91,906.525,5771.72,5118.2,6680.49,2022.6977832310715,356.318,3453.94,629.677,6586.85,5103.49,7372.28
5108,1,703.413,892.825,1621.51,2594.403300769989,240.631,7314.08,978.943,7179.66,6503.89,6514.35,620.231,1079.1227084515133,1466.17,829.816,530.618998259517,2830.26,1131.57,3113.16,419.726,522.027,5556.95,421.518,2021.34,2332.9814061781167,6295.0,1989.72,2525.76
5109,1,8108.66,3262.68,6564.0036468623975,1339.59,360.655,556.382,1045.07,8275.1,1828.13,310.805,375.59,3872.83,386.591,978.463,529.8653709394856,1953.5,4150.73,1112.97,5467.896604820469,5571.33,880.803,379.603,799.878,498.0230633673619,7619.52,406.937,935.601
5110,1,7387.76,6410.31,3088.895999578125,6571.34,6671.92,6868.385328926902,2607.41,7571.87,5941.19,7860.82,7458.65,4571.15,359.988,1324.64,388.901,4819.27,746.903,5068.3672938493055,5308.31,365.76,5408.59,351.1118201096702,6428.649061410493,373.667,6596.69,1242.02,4581.6
5111,1,6400.56,5900.54,1283.35,6812.52,3076.2847218485986,6590.55,465.384,6725.44,6838.67,6913.37,2936.7468870182493,767.286,1511.33,776.266,351.469,2866.45,1281.52,1596.89,925.746,1820.93,2109.57,711.38,6350.37,1052.13,6214.12,5272.32,4272.204156485709
5112,1,1586.82,5073.78,1619.08,3550.72,614.017,7320.43,1229.31,756.954,966.802,7098.29,2702.37,1523.47,833.093,743.774,565.586,3575.93,1743.88,3719.13,662.456,1303.21,7004.65,371.475,2383.03,462.591,6129.53,606.626,588.38
5113,1,7805.73,4903.7,5378.71,8293.76,313.86,7860.61,4783.87,7802.08,1481.73,498.273,382.675,1640.5040128501316,427.568,963.7496363420887,541.525,1621.62,4066.22,632.46,7028.53,1019.86,1133.44,310.592,7915.4,476.615,7419.77,368.878,1287.96
5114,1,7192.33,4156.18,4524.46,7333.33,289.6975995232238,687.084,948.663,3092.11,477.315,497.249,301.075,2462.08,392.735,828.732,329.623,1061.35,1557.73,589.153,2165.1,4168.7,1464.75,245.177,589.562,391.415,5474.59,318.72,462.74
5115,1,5065.65,842.477,7523.3454862479575,8087.66,230.382,2304.34,1550.0627186580891,6828.3513077790085,629.25,1564.64,520.405,1799.43,2356.6,975.2518741073811,438.765,1450.21,3254.54,2069.98,2548.33,669.265,7167.31,276.575,7493.03,817.528,6759.67,378.622,3400.11
5116,1,8102.93,1106.75,8455.5,8354.93,3262.42,8127.86,304.292,5789.052061565479,2589.83,4752.153396347205,1153.82,1158.8,801.035,1462.59,377.503,4171.26,2172.71,7839.6,2068.88,6163.15,7095.55,984.202,7558.69,1204.4234674596673,7545.54,1942.8,519.59
5117,1,7731.95,1246.06,8347.0,8199.51,544.2317155204087,3638.96978263358,1083.3686661143736,6405.80190094925,5270.39,633.723,228.948,2758.920349139779,487.506,1355.76,378.837,1764.96,2238.65,7918.54,7283.11,1459.41,1039.68,426.337,1858.27,428.435,7523.46,799.67,1067.21
5118,1,6031.54,2293.06,1132.13,4445.77,4024.71,2576.93,354.967,4002.95,4957.520222041211,5497.03,1308.99,1914.25,2753.55,1385.64,330.626,2996.15,1909.73,3983.24,4311.38,487.46,5634.24,499.016,6042.37,3359.44,5220.77,2106.81,3167.273528769135
5119,1,7118.78,7678.47,7447.23,7549.3,165.567,4398.91232339201,5593.61,4650.53,784.503,7186.28,5709.47,1419.03,2522.65,656.489,509.875,2441.55,3797.4,1379.38,7070.63,2880.04,7445.96,404.8,2705.95,1721.44,6522.67756845451,935.295,7343.9
5120,1,5473.9,3446.38,3580.78,3382.38,2630.32,2033.03,273.613,2084.28,1099.92,7378.37,2561.484437521061,3173.08,1123.55,1190.94,263.168,3782.74,1816.7966621918513,2699.29,4213.76,625.693,1220.6,389.686,3439.83,673.452,4560.89,1173.35,4682.804137199006
5121,1,7690.67,1616.94,8089.09,8001.47,467.193,1466.1,549.915,7705.85,7671.64,4496.24,364.486,2455.68,315.338,1092.9141372175286,724.513,2320.0617693506,1698.77,7712.69,1794.45,907.253,827.072,354.501,554.744,315.601,7180.631826878548,2870.9,535.378
5122,1,7906.45,7819.4,1691.65,8044.2,673.691,8053.22,1819.87,1083.66,771.111,7556.04,549.23,1663.31,1256.5,809.666,518.65,1426.35,1654.23,7963.61,4104.24,459.899,7746.66,666.0232955889167,4144.74,567.7028733384558,7329.62,911.165,953.943
5123,1,7861.55,1288.49,4030.33,7881.25,2528.2,7881.63,6429.58,5348.73,4720.69,7404.055318298561,3431.43,580.473,359.245,920.433,585.524,2578.45,886.117,7642.36,2520.77,1699.68,3762.43,293.503,5785.87,955.814,7370.62,1780.379612200574,6134.14
5124,1,635.064,4283.51,1873.16,850.592,455.62,7175.75,6937.23,569.71,1945.41,7057.33,1124.414625163595,628.187,1004.93,758.739,782.351,2792.55,1132.72,4821.56,494.488,455.375,2241.29,317.533,549.49,1353.66,6481.32,2880.95,1628.5922741229313
5125,1,6908.06,3824.8202179187665,8414.76,8296.33,787.649,1046.82,326.782,2344.57,2885.54,1723.94,1082.49,1207.18,965.016,1297.85,529.457,3210.8,1402.55,5431.53,7481.87,4885.39,6929.59,609.14,7386.69,1258.64,6521.69,3465.09,536.934
5126,1,7396.71,642.735,1798.0649753204345,6295.67,6304.69,5742.35,724.575,799.7,2246.87,7732.09,1700.0390132347322,791.213,443.366,1005.8,366.339,3785.56,664.306,6702.85,1572.49,7862.43,2985.583924338387,267.982,2732.961983871139,1291.6793463205345,7035.158781328213,797.1562824574746,3048.03
5127,1,7413.19,1448.14,801.385,7886.62,807.783,6952.34,960.755,7830.58,6811.87,541.843,326.645,2067.91,523.753,1344.63,482.852,1180.83,1839.1722232570446,7444.96,6825.16,2876.080355625598,1077.19,403.1601179196699,414.743,415.895,6899.07,631.892,786.97
5128,1,7419.4,7354.12,2197.45,7938.15,7379.72,7324.78,7142.67,6715.81,743.281,7297.17,2327.14,637.218,955.981,1173.38,296.399,4101.55,649.665,6960.04,6819.16,769.829,1221.14,343.781,2871.4,620.255,6759.1,684.558,6629.66
5129,1,6779.956594072284,896.708,7863.62,7738.47,322.511,1607.86,659.644,7307.5,619.454,826.621,312.666,6303.45,373.15,1039.31,384.209,1590.44,1061.84,6953.87,6757.79,7459.9,1937.07,411.428,598.371,319.087,6470.25,412.3619130036687,347.895
5130,1,7654.23,451.404,6214.42,7904.09,396.856,469.818,494.091,7106.927595069533,6153.47,981.579,266.684,1316.06,302.222,1027.457484695707,420.392,1630.38,1413.057754802346,7480.15,4889.72,623.158,1686.96,357.238,975.181,314.086,7337.74,583.57,470.681
5131,1,7785.29,503.091,7351.808891566992,8048.7,217.1,2138.2550981320023,593.456,7076.913716953685,741.053,449.959,282.393,2408.35,870.063,1093.1,459.137,1311.09,1898.37,481.997,2246.48,1052.91,7063.7,338.714,7301.43,525.1803727817071,7242.45,299.624,617.812
5132,1,7048.21,5535.17,8035.49,7884.07,243.392,749.315,987.589,7259.25,543.469,402.822,366.007,5630.97,276.812,912.844,403.582,1315.53,2118.33,906.922,945.599,7811.46,1055.75,356.125,4348.45,341.084,6537.45,294.926,563.886
5133,1,7763.7,388.031,7997.42,7917.17,868.941,1174.49,669.325,5798.48,507.137,3662.21,646.7544886528339,2560.48,381.103,886.663,1919.08,2403.08,3152.958108429871,907.034,6945.51,468.867,2103.22,353.019,421.111,627.178,7142.2,501.031,1174.8
5134,1,7580.02,3958.6644299433433,6839.68,8077.12,663.141,6947.43,699.637,4911.087043781581,590.302,6766.68,545.445,1133.37,956.665,790.576,602.506,1508.02,1351.26,7719.32,7387.54,885.941,649.05,463.9146195141895,7514.42,416.769,6925.75,945.403,687.434
5135,1,6864.77,2231.84,7805.23,7787.77,355.578,3324.817466651582,380.675,7925.33,733.662,7994.34,258.344,2463.006231147032,333.758,968.957,456.472,2434.6,1082.49,6605.43,5463.09,358.008,2065.28,471.709,1750.7,376.143,7247.15,1155.3739800047267,467.313
5136,1,7715.01,2264.3,7681.82,968.979,370.443,2337.458854138716,609.314,7622.8,2836.17,321.399,380.169,2817.841000224743,395.683,902.7586969328236,306.172,1916.14,3801.67,2893.42,6804.42,2100.5178971680693,743.101,398.777,1429.32,555.0414865044502,6624.66,401.854,1119.99
5137,1,5235.89,7316.15,715.346,7240.37,1540.28,7633.04,2333.69,5585.72,2819.87,7681.78,612.764,1021.89,467.227,782.7288848082022,468.6223942395342,3636.83,1880.74,6442.01,1115.9,2059.43,996.499,360.244,6467.21,1945.94,6992.73,2403.85,5471.17
5138,1,4590.170174676016,8252.79,8106.97,2486.6,701.233,5569.961367048793,2878.47,2442.14,1031.08,2372.841197443729,683.134,764.456,507.893,546.675,1398.18,2611.99,3069.75,2859.25,3659.59,2445.79,3761.36,337.82050068149914,2528.8,770.376,7402.94,1177.33,592.166
5139,1,1176.18,567.467,384.638,3048.71,358.428,511.079,1345.2820804015657,322.804,2345.41,321.376,1337.09,2292.68,454.973,1132.03,261.091,2356.91,850.858,1514.37,772.186,1307.67,3554.073840928772,323.418,511.496,923.501,1369.17,1266.647260148994,918.186
